cue,target,thisN,thisTrialN,thisRepN,end_guess.keys,guess_reached.keys,end_encoding.keys,guess_reached.rt,guess_reached.duration,end_cued_recall.keys,recall_reached.keys,recall_selection.keys,recall_reached.rt,recall_reached.duration,recall_selection.rt,recall_selection.duration,list_item,kind,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,break_resp.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,test_practice_trials.thisRepN,test_practice_trials.thisTrialN,test_practice_trials.thisN,test_practice_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,semantic_mapping.thisRepN,semantic_mapping.thisTrialN,semantic_mapping.thisN,semantic_mapping.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,instructions1.started,instructions1_text.started,instruction1_key.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2_text.started,instruction2_key.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3_text.started,instruction3_key.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4_text.started,instruction4_key.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,iti_learning_practice.started,ISI_4.started,iti_learning_practice.stopped,guess.started,guess.stopped,practice_trials.end_guess.keys,guess_response.started,guess_response.stopped,practice_trials.guess_reached.keys,feedback_guess.started,feedback_guess.stopped,encode.started,dash_stim_learning.started,cue_stim_learning.started,target_stim.started,end_encoding.started,encode.stopped,practice_trials.end_encoding.keys,dash_stim_guessing.started,cue_stim_guessing.started,guess_stim.started,end_guess.started,dash_stim_guessing_resp.started,cue_stim_guessing_resp.started,guess_stim_resp.started,guess_question.started,guess_reached.started,practice_trials.guess_reached.rt,practice_trials.guess_reached.duration,start_task.started,start_task_text.started,start_key.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,iti_learning.started,ISI.started,iti_learning.stopped,learning_trials.end_guess.keys,learning_trials.guess_reached.keys,learning_trials.end_encoding.keys,learning_trials.guess_reached.rt,learning_trials.guess_reached.duration,end_part1.started,end_part1_key.started,end_part1_text.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall.started,recall_instructions_text.started,recall_instructions_key.started,instructions_recall.stopped,recall_instructions_key.keys,recall_instructions_key.rt,recall_instructions_key.duration,iti_recall.started,ISI_2.started,iti_recall.stopped,cued_recall.started,cue_stim_recall.started,dash_stim_recall.started,qmark_target.started,end_cued_recall.started,cue_stim_recall.stopped,dash_stim_recall.stopped,qmark_target.stopped,end_cued_recall.stopped,cued_recall.stopped,test_practice_trials.end_cued_recall.keys,recall_response.started,dash_stim_recall_resp.started,cue_stim_recall_resp.started,recall_stim_resp.started,recall_question.started,recall_reached.started,dash_stim_recall_resp.stopped,cue_stim_recall_resp.stopped,recall_stim_resp.stopped,recall_question.stopped,recall_reached.stopped,recall_response.stopped,test_practice_trials.recall_reached.keys,recall_select.started,recall_select.stopped,test_practice_trials.recall_selection.keys,test_practice_trials.recall_reached.rt,test_practice_trials.recall_reached.duration,dash_stim_recall_select.started,cue_stim_recall_select.started,recall_stim_select.started,recall_question_select.started,recall_selection.started,test_practice_trials.recall_selection.rt,test_practice_trials.recall_selection.duration,test_trials.end_cued_recall.keys,test_trials.recall_reached.keys,test_trials.recall_reached.rt,test_trials.recall_reached.duration,test_trials.recall_selection.keys,test_trials.recall_selection.rt,test_trials.recall_selection.duration,end_part2.started,end_part2_key.started,end_part2_text.started,end_part2.stopped,end_part2_key.keys,end_part2_key.rt,end_part2_key.duration,instructions_semantic_mapping.started,sm_instructions_text.started,sm_instructions_key.started,instructions_semantic_mapping.stopped,sm_instructions_key.keys,sm_instructions_key.rt,sm_instructions_key.duration,iti_mapping.started,ISI_3.started,iti_mapping.stopped,item.started,semantic_map_item.started,living_nonliving.started,end_mapping.started,licing_nonliving_text.started,item.stopped,semantic_mapping.living_nonliving.keys,semantic_mapping.living_nonliving.rt,semantic_mapping.living_nonliving.duration,semantic_mapping.end_mapping.keys,mapping_break.started,mapping_break.stopped,semantic_mapping.break_resp.keys,semantic_map_item.stopped,living_nonliving.stopped,end_mapping.stopped,licing_nonliving_text.stopped,thanks.started,thanks_text.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Kante,,45,45,0,,,,,,,,,,,,,Messer,target,g,1.4689503000117838,0.31416209996677935,None,None,,,,,,,,,,,,,,,,,0,45,45,59,3376.075934700086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376.0653924000217,0.00025459995958954096,3378.0552134000463,3378.057797800051,3378.0868438000325,3378.0868438000325,3378.0868438000325,3378.0868438000325,3383.076260200003,g,1.4689503000117838,0.31416209996677935,None,3383.076362400083,3383.076403700048,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Beutel,,46,46,0,,,,,,,,,,,,,Sack,target,g,1.5052945000352338,0.3479854000033811,None,None,,,,,,,,,,,,,,,,,0,46,46,13,3383.08800540003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383.0766539000906,0.00025180005468428135,3385.066758000059,3385.068789000041,3385.099196200026,3385.099196200026,3385.099196200026,3385.099196200026,3390.076777200098,g,1.5052945000352338,0.3479854000033811,None,3390.07689580007,3390.0769424000755,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Küche,,47,47,0,,,,,,,,,,,,,Waschbecken,mediator2,g,1.6223336999537423,0.3294001000467688,None,None,,,,,,,,,,,,,,,,,0,47,47,120,3390.087717700051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3390.077239300008,0.00030519999563694,3392.0683133000275,3392.0707811000757,3392.098588300054,3392.098588300054,3392.098588300054,3392.098588300054,3397.087360800011,g,1.6223336999537423,0.3294001000467688,None,3397.0874781000894,3397.087522200076,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Experiment,,48,48,0,,,,,,,,,,,,,Versuch,target,g,0.9871528999647126,0.29528550000395626,None,None,,,,,,,,,,,,,,,,,0,48,48,3,3397.099198400043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397.087810700061,0.00029619992710649967,3399.0773779000156,3399.079519700026,3399.0991327000083,3399.0991327000083,3399.0991327000083,3399.0991327000083,3404.0880437000887,g,0.9871528999647126,0.29528550000395626,None,3404.0881462000543,3404.088183899992,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Rasen,,49,49,0,,,,,,,,,,,,,Pflege,target,g,2.7364092000061646,0.33479620004072785,None,None,,,,,,,,,,,,,,,,,0,49,49,19,3404.098968800041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404.08843220002,0.0002541999565437436,3406.078390700044,3406.0815222000238,3406.109518000041,3406.109518000041,3406.109518000041,3406.109518000041,3411.0884380000643,g,2.7364092000061646,0.33479620004072785,None,3411.08855450002,3411.0885950000957,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Decke,,50,50,0,,,,,,,,,,,,,Kissen,target,g,2.6379325999878347,0.2661610000068322,None,None,,,,,,,,,,,,,,,,,0,50,50,26,3411.0997917000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411.0888405999867,0.00025150005239993334,3413.0781896000262,3413.080226400052,3413.1101553000044,3413.1101553000044,3413.1101553000044,3413.1101553000044,3418.0991454999894,g,2.6379325999878347,0.2661610000068322,None,3418.0992662000936,3418.099315200001,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Königreich,,51,51,0,,,,,,,,,,,,,Schloss,target,g,1.6345539001049474,0.41978619992733,None,None,,,,,,,,,,,,,,,,,0,51,51,63,3418.1101864000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418.0996020000894,0.0002929000183939934,3420.089468899998,3420.091543100076,3420.1211208000313,3420.1211208000313,3420.1211208000313,3420.1211208000313,3425.1106009000214,g,1.6345539001049474,0.41978619992733,None,3425.110719999997,3425.1107705000322,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Shampoo,,52,52,0,,,,,,,,,,,,,Haare,mediator2,f,2.5894107000203803,0.41513799992389977,None,None,,,,,,,,,,,,,,,,,0,52,52,111,3425.121951600071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425.1110606000293,0.0002951000351458788,3427.1013082000427,3427.1034279000014,3427.1330716999946,3427.1330716999946,3427.1330716999946,3427.1330716999946,3432.1215285999933,f,2.5894107000203803,0.41513799992389977,None,3432.1216293000616,3432.1216757000657,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Leistung,,53,53,0,,,,,,,,,,,,,Erfolg,mediator2,g,1.175917600048706,0.4241459999466315,None,None,,,,,,,,,,,,,,,,,0,53,53,107,3432.132836600067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.1219258999918,0.00025729998014867306,3434.1116602000548,3434.114274300053,3434.143791700015,3434.143791700015,3434.143791700015,3434.143791700015,3439.121856600046,g,1.175917600048706,0.4241459999466315,None,3439.121973900008,3439.1220217000227,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Zug,,54,54,0,,,,,,,,,,,,,Flugzeug,target,g,1.8269038000144064,0.3623969000764191,None,None,,,,,,,,,,,,,,,,,0,54,54,48,3439.1328224000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439.1223099000053,0.0002940000267699361,3441.1122939999914,3441.114552300074,3441.1438183999853,3441.1438183999853,3441.1438183999853,3441.1438183999853,3446.132641500095,g,1.8269038000144064,0.3623969000764191,None,3446.1327443000628,3446.1327837000135,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Wein,,55,55,0,,,,,,,,,,,,,Abendessen,target,g,1.5569418999366462,0.41583600000012666,None,None,,,,,,,,,,,,,,,,,0,55,55,74,3446.1431093000574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446.133031900041,0.000255199964158237,3448.122502900078,3448.1250786000164,3448.1554419000167,3448.1554419000167,3448.1554419000167,3448.1554419000167,3453.13353240001,g,1.5569418999366462,0.41583600000012666,None,3453.1336536000017,3453.1337017000187,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Golf,,56,56,0,,,,,,,,,,,,,Loch,target,g,1.44798830000218,0.3650014998856932,None,None,,,,,,,,,,,,,,,,,0,56,56,17,3453.143945800024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.1339998000767,0.00029990007169544697,3455.1243305000244,3455.1261278000893,3455.1549205000047,3455.1549205000047,3455.1549205000047,3455.1549205000047,3460.1437118999893,g,1.44798830000218,0.3650014998856932,None,3460.1438168000896,3460.1438565000426,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Pumpe,,57,57,0,,,,,,,,,,,,,Reifen,target,g,1.0179691999219358,0.4136807000031695,None,None,,,,,,,,,,,,,,,,,0,57,57,38,3460.154731400078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460.1441003000364,0.0002498000394552946,3462.1340038999915,3462.1367473000428,3462.166331900051,3462.166331900051,3462.166331900051,3462.166331900051,3467.1443435000256,g,1.0179691999219358,0.4136807000031695,None,3467.144479600014,3467.1445666000945,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Geburtstag,,58,58,0,,,,,,,,,,,,,Kerze,target,g,1.3001846999395639,0.39388730004429817,None,None,,,,,,,,,,,,,,,,,0,58,58,15,3467.154729300062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467.144857999985,0.0003247999120503664,3469.135153100011,3469.1373017000733,3469.1665719000157,3469.1665719000157,3469.1665719000157,3469.1665719000157,3474.155076600029,g,1.3001846999395639,0.39388730004429817,None,3474.155199400033,3474.1552472000476,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Tänzer,,59,59,0,,,,,,,,,,,,,Musik,target,g,2.9108698000200093,0.4706768000032753,None,None,,,,,,,,,,,,,,,,,0,59,59,42,3474.1660303000826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.155537200044,0.0003018999705091119,3476.1456225999864,3476.1473961999873,3476.177637099987,3476.177637099987,3476.177637099987,3476.177637099987,3481.155538800056,g,2.9108698000200093,0.4706768000032753,None,3481.155657800031,3481.1557048000395,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Zahnpasta,,60,60,0,,,,,,,,,,,,,Minze,target,g,2.512871799990535,0.311413099989295,None,None,,,,,,,,,,,,,,,,,0,60,60,76,3481.166594600072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481.1559978000587,0.00029969995375722647,3483.1465319000417,3483.148807600024,3483.1769742000615,3483.1769742000615,3483.1769742000615,3483.1769742000615,3488.166134600062,g,2.512871799990535,0.311413099989295,None,3488.1662351000123,3488.1662719000597,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Beutel,,61,61,0,,,,,,,,,,,,,Känguru,mediator2,f,1.3283497999655083,0.41745870001614094,None,None,,,,,,,,,,,,,,,,,0,61,61,115,3488.1770965000615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488.166499700048,0.00023450003936886787,3490.1568645000225,3490.159082500031,3490.188776600058,3490.188776600058,3490.188776600058,3490.188776600058,3495.1668402000796,f,1.3283497999655083,0.41745870001614094,None,3495.166956400033,3495.1670013000257,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Wasserfall,,62,62,0,,,,,,,,,,,,,Felsen,target,g,1.1137661000248045,0.3654826000565663,None,None,,,,,,,,,,,,,,,,,0,62,62,73,3495.178279899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.1672894000076,0.0002956000389531255,3497.1573790000984,3497.1595682000043,3497.1890431999927,3497.1890431999927,3497.1890431999927,3497.1890431999927,3502.1773767000996,g,1.1137661000248045,0.3654826000565663,None,3502.177482100087,3502.177521400037,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Brise,,63,63,0,,,,,,,,,,,,,Luft,target,g,1.0536138999741524,0.3601384999928996,None,None,,,,,,,,,,,,,,,,,0,63,63,25,3502.1891702000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.177767800051,0.00025320006534457207,3504.167135399999,3504.1691689,3504.189128600061,3504.189128600061,3504.189128600061,3504.189128600061,3509.1779222000623,g,1.0536138999741524,0.3601384999928996,None,3509.1780499999877,3509.178097600001,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Akrobatin,,64,64,0,,,,,,,,,,,,,Seil,target,g,2.756243300042115,0.09492740000132471,None,None,,,,,,,,,,,,,,,,,0,64,64,0,3509.1888776000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509.178462000098,0.00036750000435858965,3511.168263700092,3511.1701992000453,3511.1995264000725,3511.1995264000725,3511.1995264000725,3511.1995264000725,3516.189389300067,g,2.756243300042115,0.09492740000132471,None,3516.1894753000233,3516.189505600021,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Chips,,65,65,0,,,,,,,,,,,,,Kartoffel,mediator1,g,2.320658199954778,0.3981372000416741,None,None,,,,,,,,,,,,,,,,,0,65,65,79,3516.2007088999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.1897147999844,0.00021319999359548092,3518.1793060000055,3518.1821628999896,3518.2112794000423,3518.2112794000423,3518.2112794000423,3518.2112794000423,3523.2001868000953,g,2.320658199954778,0.3981372000416741,None,3523.200313600013,3523.200362600037,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Kino,,66,66,0,,,,,,,,,,,,,Theater,target,g,1.8653171999612823,0.7777737000724301,None,None,,,,,,,,,,,,,,,,,0,66,66,61,3523.2110548000783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523.200654300046,0.00029880006331950426,3525.1907047000714,3525.19284969999,3525.221911700093,3525.221911700093,3525.221911700093,3525.221911700093,3530.2009555000113,g,1.8653171999612823,0.7777737000724301,None,3530.2010598999914,3530.201097100042,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Traube,,67,67,0,,,,,,,,,,,,,Rosine,target,g,1.534112700028345,0.70138650003355,None,None,,,,,,,,,,,,,,,,,0,67,67,72,3530.2115869000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530.2013960999902,0.0003122999332845211,3532.191352900001,3532.1934216000373,3532.222631599987,3532.222631599987,3532.222631599987,3532.222631599987,3537.211315300083,g,1.534112700028345,0.70138650003355,None,3537.211416300037,3537.2114547000965,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Mappe,,68,68,0,,,,,,,,,,,,,Buch,target,g,1.401434400002472,1.0538344000233337,None,None,,,,,,,,,,,,,,,,,0,68,68,36,3537.2222405000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537.2116971000796,0.0002481000265106559,3539.2011242000153,3539.2029275000095,3539.222425600048,3539.222425600048,3539.222425600048,3539.222425600048,3544.211837000097,g,1.401434400002472,1.0538344000233337,None,3544.211955600069,3544.212001900072,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Humor,,69,69,0,,,,,,,,,,,,,Komödie,target,g,1.2957577999914065,0.3071274000685662,None,None,,,,,,,,,,,,,,,,,0,69,69,33,3544.22275429999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544.21229080006,0.0002951000351458788,3546.2026978000067,3546.2052681000205,3546.23342579999,3546.23342579999,3546.23342579999,3546.23342579999,3551.2232574000955,g,1.2957577999914065,0.3071274000685662,None,3551.2233806999866,3551.22342699999,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Bad,,70,70,0,,,,,,,,,,,,,Handtuch,target,g,2.4938978999853134,0.2621934999478981,None,None,,,,,,,,,,,,,,,,,0,70,70,50,3551.2336163000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551.223679900053,0.0002544999588280916,3553.21388210007,3553.2163682000246,3553.2452741999878,3553.2452741999878,3553.2452741999878,3553.2452741999878,3558.2341599999927,g,2.4938978999853134,0.2621934999478981,None,3558.2342629000777,3558.2343018000247,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Klebstoff,,71,71,0,,,,,,,,,,,,,Papier,target,g,0.9410109999589622,0.894507099990733,None,None,,,,,,,,,,,,,,,,,0,71,71,62,3558.2452204000438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558.2345422999933,0.000246599898673594,3560.2247013000306,3560.227128600003,3560.2561993000563,3560.2561993000563,3560.2561993000563,3560.2561993000563,3565.2449001000496,g,0.9410109999589622,0.894507099990733,None,3565.245072400081,3565.245117500075,None,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
